name,http_status,https_status,SIREN,type,sources,script
mairie.mazerulles.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
mcintrat.free.fr,404 Not Found,Cannot connect,,,ADULLACT,
meaulte.free.fr,301 Moved Permanently http://www.meaulte.fr,Cannot connect,,Collectivité,Wikidata,
ville.menilles.free.fr,301 Moved Permanently https://www.menilles.fr/,Cannot connect,,Commune,Wikidata,
mairie.menneville.free.fr,Name or service not known,Name or service not known,,Commune,Wikidata,
merybissieresenauge.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
messomes.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
www.messomes.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
mairie.metzeresche.free.fr,403 Forbidden,Cannot connect,,Commune,Wikidata,
millysurbradon.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
cjp.mimizan.free.fr,200 OK,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
monfaucon65.free.fr,200 OK,Timeout,,Collectivité,DILA open data,
montceauxragny.free.fr,404 Not Found,Cannot connect,,Collectivité,Wikidata,
mairie.montils.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
montreuil72.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
montreuillechetif.free.fr,200 OK,Cannot connect,,,ADULLACT,
www.montreuillechetif.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
montigny.les.monts.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
morval.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
02610.moy.free.fr,200 OK,Cannot connect,,,ADULLACT,
www.02610.moy.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
nayemontlesfosses.free.fr,200 OK,Timeout,,Collectivité,Wikidata,
p.neruda.free.fr,200 OK,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
neuillylevendin.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
neuillysursuize.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.neuillysursuize.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
neuviller.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
neuvillesurescaut.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
neuvypailloux.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
notredamedupe.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
payroux.nouvelles.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.payroux.nouvelles.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
clg.nouvion.free.fr,200 OK,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
mairie.oize72.free.fr,404 Composant non trouvé,Cannot connect,,Commune,Wikidata,
ondreville.online.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
mairie.ormesson.free.fr,404 Not Found,Cannot connect,,Commune,Wikidata,
ortiporio.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
ortu.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
orveau.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
www.orveau.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
mairie.orville.free.fr,403 Forbidden,Cannot connect,,,ADULLACT,
villotte.ource.free.fr,200 OK,Cannot connect,,,ADULLACT,
padern.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
pailhac.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
parux.free.fr,200 OK,Cannot connect,,,Redirection depuis parux.fr,
mairie.pauilhac.free.fr,301 Moved Permanently http://pauilhac.jimdo.com,Cannot connect,,Commune,Wikidata,
ville.pdr.free.fr,Name or service not known,Name or service not known,,Commune,Wikidata,
peslieres.free.fr,Timeout,Timeout,,Collectivité,DILA open data,
peynier.free.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
www.peynier.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
picquigny.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
planezes66.free.fr,200 OK,Timeout,,Commune,DILA open data,
www.planezes66.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
planioles.free.fr,200 OK,Cannot connect,,,ADULLACT,
commune.plozevet.free.fr,301 Moved Permanently https://www.plozevet.bzh/,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
pommera.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
portetdeluchon.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.portetdeluchon.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
postroff.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.postroff.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
mairie.precy18140.free.fr,Name or service not known,Name or service not known,,Commune,DILA open data,
prisces.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
prisches.free.fr,200 OK,Cannot connect,,,ADULLACT,
www.prisches.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
prunay.free.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
www.prunay.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
ville.de.la.pyle.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
ta.quimper.free.fr,200 OK,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
aubepierre.ozouer.r.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
recourtlecreux.free.fr,200 OK,Timeout,,,ADULLACT,
www.recourtlecreux.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
relanges.free.fr,Timeout,Timeout,,Collectivité,Wikidata,
village.renneville.free.fr,404 Not Found,Cannot connect,,Collectivité,Wikidata,
mairie.reugny37.free.fr,Name or service not known,Name or service not known,,Commune,Wikidata,
ribemontsurancre.free.fr,500 Internal Server Error,Timeout,,,ADULLACT,
www.ribemontsurancre.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
freneuse.risle.free.fr,301 Moved Permanently https://freneuse-sur-risle.fr/,Cannot connect,,Collectivité,DILA open data,
boissy.la.riviere.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
rochesson.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
rodelinghem.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
rolampont.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.rolampont.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
ronsenac.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
commune.rosoy.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
amigny.rouy.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
basse.s.rupt.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.basse.s.rupt.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
rvv10.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
mairie.sahorre.free.fr,403 Forbidden,Cannot connect,,Commune,Wikidata,
saintandrony.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
saintbres.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.saintbres.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
saintcouat.free.fr,200 OK,Cannot connect,,Collectivité,DILA open data,
saintgervazy.free.fr,200 OK,Cannot connect,,,ADULLACT,
saulchoy.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
saulxureslesvannes.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.saulxureslesvannes.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
sauveterre.free.fr,200 OK,Timeout,,,ADULLACT,
www.sauveterre.free.fr,301 Moved Permanently http://www.sauveterre-de-rouergue.fr,Cannot connect,,,ADULLACT,
savignyenveron.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
college.schoelcher.free.fr,403 Forbidden,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
site.schwerdorff.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
seissan.free.fr,200 OK,certificate verify failed,,Collectivité,Wikidata,
semens.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
sermiers.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
mairie.servieres.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
sitestouendubreuil.free.fr,403 Forbidden,Timeout,,,ADULLACT,
mairie.smdlc.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
mairie.sommaing.free.fr,200 OK,Timeout,,Commune,Wikidata,
sorgeat.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.sorgeat.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
la.souffel.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
saint.souplet.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
stalb.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
staubin.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
stbonnetdecondat.free.fr,200 OK,Cannot connect,,,ADULLACT,
steige.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
steinseltz.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
sthilaireenmorvan.free.fr,302 Found http://www.mairie-st-hilaire-en-morvan.fr/,Cannot connect,,Collectivité,Wikidata,
stmandesurbredoire.free.fr,200 OK,certificate verify failed,,Collectivité,Wikidata,
stmartinlegreard.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
stmedardenforez.free.fr,Name or service not known,Name or service not known,,Commune,ADULLACT,
www.stmedardenforez.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
stmicheldelapujade.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
stnicolaslachapelle.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
stpierredartheglise.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
stpierresurdoux.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
www.stpierresurdoux.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
mairie.stpoint.free.fr,403 Forbidden,Cannot connect,,Commune,Wikidata,
amfreville.suriton.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
mairie.tarabel.free.fr,Name or service not known,Name or service not known,,Commune,ADULLACT,
www.mairie.tarabel.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
tartonne.free.fr,200 OK,certificate verify failed,,Collectivité,Wikidata,
encausse.les.thermes.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
thoisylaberchere.free.fr,200 OK,Timeout,,Collectivité,Wikidata,
thourie.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
treffendel.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
college.treignac.free.fr,403 Forbidden,Timeout,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
treziers.free.fr,200 OK,Cannot connect,,Collectivité,DILA open data,
trinitethouberville.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
triors.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
www.triors.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
trouville76.free.fr,500 Internal Server Error,Cannot connect,,Collectivité,Wikidata,
ubraye.free.fr,200 OK,Cannot connect,,,ADULLACT,
utrillomontmagny.free.fr,200 OK,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
mairie.valdize.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
cio.valenciennes.free.fr,200 OK,Timeout,,,ADULLACT,
vandenesse.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
info.vasselay.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
vaxoncourt.free.fr,200 OK,Cannot connect,,,ADULLACT,
www.vaxoncourt.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
vaylats.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
vernais.free.fr,200 OK,Cannot connect,,Collectivité,DILA open data,
vernioz.free.fr,401 Unauthorized,Cannot connect,,Collectivité,Wikidata,
vierville.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
besse.village.free.fr,403 Forbidden,Cannot connect,,Collectivité,Wikidata,
voutre.mon.village.free.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
www.voutre.mon.village.free.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
villagederocles.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.villagederocles.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
villardarene.free.fr,301 Moved Permanently https://www.villardarene.fr,Cannot connect,,Collectivité,Wikidata,
brousses.villaret.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
c.villefagnan.free.fr,200 OK,Cannot connect,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
villefloure.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
villyenauxois.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
www.villyenauxois.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
saintseine.vingeanne.free.fr,200 OK,Cannot connect,,Commune,DILA open data,
www.saintseine.vingeanne.free.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
vissec.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
voiteur.free.fr,301 Moved Permanently http://www.voiteur.fr,Cannot connect,,Collectivité,Wikidata,
volckerinckhove.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
vollore.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
sauville.vosges.free.fr,200 OK,Cannot connect,,Collectivité,Wikidata,
wuenheim.free.fr,200 OK,Cannot connect,,Collectivité,DILA open data,
rimbach.zell.free.fr,200 OK,Cannot connect,,Collectivité,DILA open data,
commune.zigliara.free.fr,200 OK,Cannot connect,,Commune,Wikidata,
zutkerque.free.fr,200 OK,Cannot connect,,,ADULLACT,
www.zutkerque.free.fr,Name or service not known,Name or service not known,,,ADULLACT,
moitron.free-h.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Collectivité,Wikidata,
fregouville.fr,301 Moved Permanently http://www.fregouville.fr/,301 Moved Permanently https://www.fregouville.fr/,,Commune,ADULLACT,
www.fregouville.fr,200 OK,200 OK,,Commune,DILA open data,
freissinieres.fr,301 MOVED PERMANENTLY https://www.freissinieres.fr,301 MOVED PERMANENTLY https://www.freissinieres.fr,,Commune,ADULLACT,
www.freissinieres.fr,200 OK,200 OK,,Commune,DILA open data,
freix-anglards.fr,301 Moved Permanently https://www.freix-anglards.fr/,301 Moved Permanently https://www.freix-anglards.fr/,,Commune,ADULLACT,
www.freix-anglards.fr,200 OK,200 OK,,Commune,DILA open data,
freland.fr,301 Moved Permanently https://freland.fr:443/,200 OK,,Commune,DILA open data,
www.freland.fr,Timeout,Timeout,,Commune,ADULLACT,
fremainville.fr,301 Moved Permanently http://www.fremainville.fr/,certificate verify failed,,Collectivité,ADULLACT,
www.fremainville.fr,200 OK,certificate verify failed,,Collectivité,Wikidata,
fremecourt.fr,200 OK,200 OK,,Commune,ADULLACT,
www.fremecourt.fr,200 OK,200 OK,,Commune,Wikidata,
fremereville.fr,200 OK,200 OK,,Commune,ADULLACT,
www.fremereville.fr,200 OK,200 OK,,Commune,DILA open data,
fremicourt.fr,308 Permanent Redirect https://www.fremicourt.fr/,308 Permanent Redirect https://www.fremicourt.fr/,,Commune,ADULLACT,
www.fremicourt.fr,200 OK,200 OK,,Commune,DILA open data,
fremifontaine.fr,301 Moved Permanently https://www.fremifontaine.fr/,301 Moved Permanently https://www.fremifontaine.fr/,,Commune,ADULLACT,
www.fremifontaine.fr,Name or service not known,Name or service not known,,Commune,Wikidata,
fremontiers.fr,tlsv1 alert internal error,tlsv1 alert internal error,,Commune,ADULLACT,
www.fremontiers.fr,tlsv1 alert internal error,tlsv1 alert internal error,,Commune,Wikidata,
supmaritme.frenac.fr,Name or service not known,Name or service not known,,,Ajout manuel de Laurent Joubert,
frenchmobility.fr,Timeout,Timeout,,,Ajout manuel de Laurent Joubert,
frenellesenvexin.fr,301 Moved Permanently https://www.frenellesenvexin.fr/site/,301 Moved Permanently https://www.frenellesenvexin.fr/site/,,Commune,ADULLACT,
www.frenellesenvexin.fr,200 OK,200 OK,,Commune,DILA open data,
freneuse76.fr,No address associated with hostname,No address associated with hostname,,Commune,ADULLACT,
www.freneuse76.fr,200 OK,200 OK,,Commune,Wikidata,
freneuse78.fr,301 Moved Permanently https://www.freneuse78.fr/,301 Moved Permanently https://www.freneuse78.fr/,,Commune,ADULLACT,
www.freneuse78.fr,200 OK,200 OK,,Commune,Wikidata,
frenouville.fr,301 Moved Permanently https://www.frenouville.fr/,301 Moved Permanently https://www.frenouville.fr/,,Commune,ADULLACT,
www.frenouville.fr,200 OK,200 OK,,Commune,Wikidata,
frepillon.fr,301 Moved Permanently https://www.frepillon.fr/,301 Moved Permanently https://www.frepillon.fr/,,Commune,ADULLACT,
www.frepillon.fr,200 OK,200 OK,,Commune,Wikidata,
fresnayleveque.fr,301 Moved Permanently https://www.fresnayleveque.fr/,301 Moved Permanently https://www.fresnayleveque.fr/,,Commune,ADULLACT,
www.fresnayleveque.fr,200 OK,200 OK,,Commune,DILA open data,
fresnaysursarthe.fr,301 Moved Permanently https://www.fresnaysursarthe.fr/,301 Moved Permanently https://www.fresnaysursarthe.fr/,,Commune,ADULLACT,
www.fresnaysursarthe.fr,200 OK,200 OK,,Commune,Wikidata,
fresneleplan.fr,200 OK,200 OK,,Commune,DILA open data,
www.fresneleplan.fr,301 Moved Permanently https://fresneleplan.fr/,301 Moved Permanently https://fresneleplan.fr/,,Commune,ADULLACT,
fresnes-sur-escaut.fr,308 Permanent Redirect https://www.fresnes-sur-escaut.fr/,308 Permanent Redirect https://www.fresnes-sur-escaut.fr/,,Commune,ADULLACT,
www.fresnes-sur-escaut.fr,200 OK,200 OK,,Commune,DILA open data,
fresnes-sur-marne.fr,301 Moved Permanently https://www.fresnes-sur-marne.fr/,301 Moved Permanently https://www.fresnes-sur-marne.fr/,,Commune,ADULLACT,
www.fresnes-sur-marne.fr,200 OK,200 OK,,Commune,Wikidata,
fresnes41.fr,200 OK,200 OK,,Commune,ADULLACT,
www.fresnes41.fr,301 Moved Permanently http://fresnes41.fr/,301 Moved Permanently https://fresnes41.fr/,,Commune,Wikidata,
fresnes94.fr,301 Moved Permanently https://www.fresnes94.fr/,301 Moved Permanently https://www.fresnes94.fr/,,Commune,ADULLACT,
www.fresnes94.fr,200 OK,200 OK,,Commune,Wikidata,
fresneslesmontauban.fr,301 Moved Permanently https://www.fresneslesmontauban.fr,301 Moved Permanently https://www.fresneslesmontauban.fr,,Commune,ADULLACT,
www.fresneslesmontauban.fr,200 OK,200 OK,,Commune,Wikidata,
fresney-le-puceux.fr,301 Moved Permanently https://fresney-le-puceux.fr:443/,200 OK,,Commune,Wikidata,
www.fresney-le-puceux.fr,Timeout,Timeout,,Commune,Wikidata,
fresnicourtledolmen.fr,301 Moved Permanently https://www.fresnicourtledolmen.fr/,301 Moved Permanently https://www.fresnicourtledolmen.fr/,,,ADULLACT,
www.fresnicourtledolmen.fr,200 OK,200 OK,,,ADULLACT,
fresnois.fr,403 Forbidden,sslv3 alert handshake failure,,Collectivité,ADULLACT,
www.fresnois.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
fresnoy-en-thelle.fr,301 Moved Permanently https://www.fresnoy-en-thelle.fr/,301 Moved Permanently https://www.fresnoy-en-thelle.fr/,,Commune,ADULLACT,
www.fresnoy-en-thelle.fr,200 OK,200 OK,,Commune,Wikidata,
fresnoyengohelle.fr,200 OK,200 OK,,Commune,ADULLACT,
www.fresnoyengohelle.fr,301 Moved Permanently https://fresnoyengohelle.fr/,301 Moved Permanently https://fresnoyengohelle.fr/,,Commune,DILA open data,
fresnoylariviere.fr,301 Moved Permanently http://www.fresnoylariviere.fr/,certificate verify failed,,Commune,ADULLACT,
www.fresnoylariviere.fr,200 OK,wrong version number,,Commune,DILA open data,
fresnoylegrand.fr,301 Moved Permanently http://www.fresnoylegrand.fr/,certificate verify failed,,Commune,ADULLACT,
www.fresnoylegrand.fr,200 OK,certificate verify failed,,Commune,Wikidata,
fresnoyleluat.fr,200 OK,200 OK,,Commune,DILA open data,
www.fresnoyleluat.fr,200 OK,200 OK,,Commune,ADULLACT,
fresse-sur-moselle.fr,403 Forbidden,403 Forbidden,,Collectivité,ADULLACT,
www.fresse-sur-moselle.fr,403 Forbidden,403 Forbidden,,Collectivité,Wikidata,
fresse70.fr,301 Moved Permanently https://fresse70.fr:443/,200 OK,,Commune,DILA open data,
www.fresse70.fr,301 Moved Permanently https://www.fresse70.fr:443/,301 Moved Permanently https://fresse70.fr/,,Commune,Ajout manuel de Matthieu FAURE,
fressenneville.fr,301 Moved Permanently https://www.fressenneville.fr/,301 Moved Permanently https://www.fressenneville.fr/,,Commune,ADULLACT,
www.fressenneville.fr,200 OK,200 OK,,Commune,DILA open data,
fressin.fr,200 OK,200 OK,,Collectivité,ADULLACT,
www.fressin.fr,200 OK,200 OK,,Collectivité,Wikidata,
freterive73.fr,200 OK,200 OK,,Commune,Wikidata,
www.freterive73.fr,301 Moved Permanently https://freterive.com/,Connection failed,,Commune,ADULLACT,
freteval.fr,301 Moved Permanently http://www.freteval.fr/,wrong version number,,Commune,ADULLACT,
www.freteval.fr,200 OK,200 OK,,Commune,DILA open data,
frethun.fr,301 Moved Permanently https://www.frethun.fr/,301 Moved Permanently https://www.frethun.fr/,,Collectivité,ADULLACT,
www.frethun.fr,200 OK,certificate verify failed,,Collectivité,Wikidata,
fretigney.fr,200 OK,200 OK,,Commune,ADULLACT,
www.fretigney.fr,301 Moved Permanently https://fretigney.fr/,301 Moved Permanently https://fretigney.fr/,,Commune,Wikidata,
frevilledugatinais.fr,301 Moved Permanently https://www.frevilledugatinais.fr/,301 Moved Permanently https://www.frevilledugatinais.fr/,,Commune,ADULLACT,
www.frevilledugatinais.fr,200 OK,200 OK,,Commune,DILA open data,
frevincapelle.fr,200 OK,200 OK,,Commune,DILA open data,
www.frevincapelle.fr,301 Moved Permanently https://frevincapelle.fr/,301 Moved Permanently https://frevincapelle.fr/,,Commune,Ajout manuel de Matthieu FAURE,
freycenet-la-cuche.fr,Timeout,Timeout,,Commune,DILA open data,
www.freycenet-la-cuche.fr,Timeout,Timeout,,Commune,Ajout manuel de Matthieu FAURE,
freyming-merlebach.fr,Timeout,Timeout,,Commune,ADULLACT,
www.freyming-merlebach.fr,200 OK,200 OK,,Commune,Wikidata,
freyssenet.fr,302 Found http://www.e-ardeche.fr/_spip/spip.php?page=commune&insee=07092,certificate verify failed,,Collectivité,ADULLACT,
www.freyssenet.fr,Timeout,Timeout,,Collectivité,Wikidata,
friaucourt.fr,301 Moved Permanently https://www.friaucourt.fr/,301 Moved Permanently https://www.friaucourt.fr/,,Commune,ADULLACT,
www.friaucourt.fr,200 OK,200 OK,,Commune,DILA open data,
friauville.fr,301 Moved Permanently http://www.friauville.fr/,301 Moved Permanently https://www.friauville.fr/,,Commune,ADULLACT,
www.friauville.fr,200 OK,200 OK,,Commune,DILA open data,
fridefont.fr,301 Moved Permanently https://www.fridefont.fr/,301 Moved Permanently https://www.fridefont.fr/,,Commune,ADULLACT,
www.fridefont.fr,200 OK,200 OK,,Commune,Wikidata,
frieres-faillouel.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
www.frieres-faillouel.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
frignicourt.fr,301 Moved Permanently http://www.frignicourt.fr/,certificate verify failed,,Commune,ADULLACT,
www.frignicourt.fr,200 OK,certificate verify failed,,Commune,Wikidata,
froberville.fr,200 OK,200 OK,,Commune,Wikidata,
www.froberville.fr,301 Moved Permanently http://froberville.fr/,certificate verify failed,,Commune,Wikidata,
frocourt.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
www.frocourt.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
froeningen.fr,301 Moved Permanently http://www.froeningen.fr/,301 Moved Permanently https://www.froeningen.fr/,,Commune,ADULLACT,
www.froeningen.fr,200 OK,200 OK,,Commune,Wikidata,
froideconche.fr,301 Moved Permanently https://froideconche.fr:443/,200 OK,,Commune,Wikidata,
www.froideconche.fr,Timeout,Timeout,,Commune,Wikidata,
froidfond.fr,301 Moved Permanently https://www.froidfond.fr/,301 Moved Permanently https://www.froidfond.fr/,,Commune,ADULLACT,
www.froidfond.fr,200 OK,200 OK,,Commune,Wikidata,
froissy.fr,200 OK,200 OK,,Commune,ADULLACT,
www.froissy.fr,200 OK,200 OK,,Commune,Wikidata,
frolois.fr,301 Moved Permanently https://www.frolois.fr/fr/,301 Moved Permanently https://www.frolois.fr/fr/,,Commune,ADULLACT,
www.frolois.fr,200 OK,200 OK,,Commune,DILA open data,
frolois21.fr,301 Moved Permanently https://www.frolois21.fr/,301 Moved Permanently https://www.frolois21.fr/,,Commune,ADULLACT,
www.frolois21.fr,200 OK,200 OK,,Commune,DILA open data,
fromelennes.fr,301 Moved Permanently https://www.fromelennes.fr/,301 Moved Permanently https://www.fromelennes.fr/,,Commune,ADULLACT,
www.fromelennes.fr,200 OK,200 OK,,Commune,DILA open data,
fromelles.fr,301 Moved Permanently https://fromelles.fr:443/,200 OK,,Commune,Ajout manuel de Julien Palard,
www.fromelles.fr,301 Moved Permanently https://www.fromelles.fr:443/,301 Moved Permanently https://fromelles.fr/,,Commune,Wikidata,
fromental.fr,301 Moved Permanently http://www.fromental.fr/,certificate verify failed,,Commune,ADULLACT,
www.fromental.fr,200 OK,certificate verify failed,,Commune,DILA open data,
fromereville-les-vallons.fr,Name or service not known,Name or service not known,,Commune,ADULLACT,
www.fromereville-les-vallons.fr,200 OK,Connection failed,,Commune,Wikidata,
froncles.fr,200 OK,200 OK,,Commune,ADULLACT,
www.froncles.fr,200 OK,200 OK,,Commune,Wikidata,
frontenac.fr,301 Moved Permanently https://www.frontenac.fr/,404 Not Found,,Commune,ADULLACT,
www.frontenac.fr,200 OK,200 OK,,Commune,DILA open data,
frontenaud.fr,301 Moved Permanently https://www.frontenaud.fr/,301 Moved Permanently https://www.frontenaud.fr/,,Commune,ADULLACT,
www.frontenaud.fr,200 OK,200 OK,,Commune,DILA open data,
frontenaud71.fr,Name or service not known,Name or service not known,,,ADULLACT,
www.frontenaud71.fr,Name or service not known,Name or service not known,,,ADULLACT,
frontenayrr.fr,301 Moved Permanently http://www.frontenay-rohan-rohan.fr,Connection failed,,Commune,ADULLACT,
www.frontenayrr.fr,200 OK,200 OK,,Commune,Wikidata,
frontenex.fr,301 Moved Permanently https://www.frontenex.fr/,301 Moved Permanently https://www.frontenex.fr/,,Commune,ADULLACT,
www.frontenex.fr,200 OK,200 OK,,Commune,Wikidata,
frontignan.fr,301 Moved Permanently https://www.frontignan.fr/,301 Moved Permanently https://www.frontignan.fr/,,Commune,ADULLACT,
www.frontignan.fr,200 OK,200 OK,,Commune,Ajout manuel de Julien Palard,
frontonas.fr,301 Moved Permanently https://frontonas.fr:443/,200 OK,,Commune,Wikidata,
