name,http_status,https_status,SIREN,type,sources,script
marcenat15.fr,301 Moved Permanently http://www.marcenat15.fr,tlsv1 alert internal error,,Commune,ADULLACT,
www.marcenat15.fr,200 OK,tlsv1 alert internal error,,Commune,Wikidata,
marcenod.fr,301 Moved Permanently https://www.marcenod.fr/,301 Moved Permanently https://www.marcenod.fr/,,Commune,ADULLACT,
www.marcenod.fr,200 OK,200 OK,,Commune,DILA open data,
marcesuresves.fr,Name or service not known,Name or service not known,,,ADULLACT,
www.marcesuresves.fr,200 OK,200 OK,,,ADULLACT,
marcey-les-greves.fr,200 OK,200 OK,,,ADULLACT,
marchastel.fr,301 Moved Permanently https://marchastel.fr:443/,200 OK,,Commune,DILA open data,
www.marchastel.fr,301 Moved Permanently https://www.marchastel.fr:443/,301 Moved Permanently https://marchastel.fr/,,Commune,Ajout manuel de Matthieu FAURE,
marchaux.fr,301 Moved Permanently https://marchaux.fr:443/,200 OK,,Commune,Wikidata,
www.marchaux.fr,Timeout,Timeout,,Commune,ADULLACT,
marcheetcombraille.fr,200 OK,200 OK,,EPCI,Ajout manuel de Matthieu FAURE,
marchemoret.fr,301 Moved Permanently https://www.marchemoret.fr/,301 Moved Permanently https://www.marchemoret.fr/,,Commune,ADULLACT,
www.marchemoret.fr,200 OK,200 OK,,Commune,DILA open data,
marches.fr,418 ,418 ,,Commune,Wikidata,
www.marches.fr,301 Moved Permanently https://marches.fr/,301 Moved Permanently https://marches.fr/,,Commune,Wikidata,
marchesduvelayrochebaron.fr,301 Moved Permanently https://www.marchesduvelayrochebaron.fr/,301 Moved Permanently https://www.marchesduvelayrochebaron.fr/,,EPCI,ADULLACT,
www.marchesduvelayrochebaron.fr,200 OK,200 OK,,EPCI,ADULLACT,
marchesieux.fr,301 Moved Permanently https://marchesieux.fr:443/,200 OK,,Commune,Wikidata,
www.marchesieux.fr,301 Moved Permanently https://www.marchesieux.fr:443/,301 Moved Permanently https://marchesieux.fr/,,Commune,Wikidata,
marcheville28.fr,301 Moved Permanently https://marcheville28.fr:443/,200 OK,,Commune,DILA open data,
www.marcheville28.fr,301 Moved Permanently https://www.marcheville28.fr:443/,301 Moved Permanently https://marcheville28.fr/,,Commune,Ajout manuel de Matthieu FAURE,
marchezais.fr,301 Moved Permanently http://www.marchezais.fr/,certificate verify failed,,Commune,ADULLACT,
www.marchezais.fr,200 OK,certificate verify failed,,Commune,Wikidata,
marchiennes.fr,200 OK,200 OK,,Commune,Wikidata,
www.marchiennes.fr,200 OK,200 OK,,Commune,Wikidata,
marciac.fr,301 Moved Permanently https://www.marciac.fr/,301 Moved Permanently https://www.marciac.fr/,,Commune,ADULLACT,
www.marciac.fr,200 OK,200 OK,,Commune,Wikidata,
marcieu.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
www.marcieu.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
marcigny.fr,302 Moved Temporarily http://www.marcigny.fr,Connection failed,,Commune,ADULLACT,
www.marcigny.fr,200 OK,Connection failed,,Commune,Wikidata,
marcilhac.fr,301 Moved Permanently https://www.marcilhac.fr/,200 OK,,Commune,ADULLACT,
www.marcilhac.fr,200 OK,200 OK,,Commune,Wikidata,
marcillac-la-croisille.fr,200 OK,certificate verify failed,,Commune,ADULLACT,
www.marcillac-la-croisille.fr,200 OK,certificate verify failed,,Commune,Wikidata,
marcillac33.fr,301 Moved Permanently https://www.marcillac33.fr/,301 Moved Permanently https://www.marcillac33.fr/,,,ADULLACT,
www.marcillac33.fr,200 OK,200 OK,,,ADULLACT,
marcillacvallon.fr,301 Moved Permanently https://www.marcillacvallon.fr/,301 Moved Permanently https://www.marcillacvallon.fr/,,Commune,ADULLACT,
www.marcillacvallon.fr,200 OK,200 OK,,Commune,Wikidata,
marcillatcombraille.fr,200 OK,200 OK,,Commune,DILA open data,
www.marcillatcombraille.fr,301 Moved Permanently https://marcillatcombraille.fr/,301 Moved Permanently https://marcillatcombraille.fr/,,Commune,ADULLACT,
marcille-raoul.fr,301 Moved Permanently https://marcille-raoul.fr:443/,200 OK,,Commune,Wikidata,
www.marcille-raoul.fr,Timeout,Timeout,,Commune,ADULLACT,
marcilloles.fr,200 OK,200 OK,,Commune,Wikidata,
www.marcilloles.fr,301 Moved Permanently https://marcilloles.fr/,301 Moved Permanently https://marcilloles.fr/,,Commune,Wikidata,
marcilly-en-villette.fr,301 Moved Permanently https://marcilly-en-villette.fr:443/,200 OK,,Commune,ADULLACT,
www.marcilly-en-villette.fr,Timeout,Timeout,,Commune,Wikidata,
marcilly-le-chatel.fr,301 Moved Permanently https://www.marcillylechatel.eu,Connection reset by peer,,Collectivité,ADULLACT,
www.marcilly-le-chatel.fr,301 Moved Permanently https://www.marcillylechatel.eu,Connection failed,,Collectivité,Wikidata,
marcilly-les-buxy.fr,301 Moved Permanently https://www.marcilly-les-buxy.fr/,301 Moved Permanently https://www.marcilly-les-buxy.fr/,,Commune,Wikidata,
www.marcilly-les-buxy.fr,200 OK,200 OK,,Commune,DILA open data,
marcilly-ogny.fr,301 Moved Permanently https://www.marcilly-ogny.fr/,301 Moved Permanently https://www.marcilly-ogny.fr/,,Commune,ADULLACT,
www.marcilly-ogny.fr,200 OK,200 OK,,Commune,Wikidata,
marcilly-sur-eure.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marcilly-sur-eure.fr,200 OK,200 OK,,Commune,DILA open data,
marcilly77.fr,301 Moved Permanently https://marcilly77.fr:443/,200 OK,,Commune,DILA open data,
www.marcilly77.fr,301 Moved Permanently https://www.marcilly77.fr:443/,301 Moved Permanently https://marcilly77.fr/,,Commune,Ajout manuel de Matthieu FAURE,
marcillylagueurce.fr,301 Moved Permanently http://www.marcillylagueurce.fr/,certificate verify failed,,Commune,ADULLACT,
www.marcillylagueurce.fr,200 OK,certificate verify failed,,Commune,Wikidata,
marcillylehayer.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marcillylehayer.fr,301 Moved Permanently https://marcillylehayer.fr/,301 Moved Permanently https://marcillylehayer.fr/,,Commune,Wikidata,
marcillysurseine.fr,200 OK,200 OK,,Commune,Wikidata,
www.marcillysurseine.fr,301 Moved Permanently https://marcillysurseine.fr/,301 Moved Permanently https://marcillysurseine.fr/,,Commune,Wikidata,
marcillysurtille.fr,301 Moved Permanently https://www.marcillysurtille.fr/,301 Moved Permanently https://www.marcillysurtille.fr/,,Commune,ADULLACT,
www.marcillysurtille.fr,200 OK,200 OK,,Commune,Wikidata,
marcillysurvienne.fr,200 OK,200 OK,,Collectivité,ADULLACT,
www.marcillysurvienne.fr,200 OK,200 OK,,Collectivité,Wikidata,
marckolsheim.fr,301 Moved Permanently https://www.marckolsheim.fr/,301 Moved Permanently https://www.marckolsheim.fr/,,Commune,ADULLACT,
www.marckolsheim.fr,200 OK,200 OK,,Commune,Wikidata,
marclopt.fr,200 OK,200 OK,,Commune,Wikidata,
www.marclopt.fr,200 OK,200 OK,,Commune,Wikidata,
marcoing.fr,308 Permanent Redirect https://www.marcoing.fr/,308 Permanent Redirect https://www.marcoing.fr/,,Commune,ADULLACT,
www.marcoing.fr,200 OK,200 OK,,Commune,DILA open data,
marcoles.fr,200 OK,200 OK,,Commune,Wikidata,
www.marcoles.fr,301 Moved Permanently https://marcoles.fr/,301 Moved Permanently https://marcoles.fr/,,Commune,Wikidata,
marcollin.fr,301 Moved Permanently https://marcollin.fr:443/,200 OK,,Commune,Wikidata,
www.marcollin.fr,301 Moved Permanently https://www.marcollin.fr:443/,301 Moved Permanently https://marcollin.fr/,,Commune,Wikidata,
marcols-les-eaux.fr,301 Moved Permanently https://marcols-les-eaux.fr:443/,200 OK,,Commune,Wikidata,
www.marcols-les-eaux.fr,301 Moved Permanently https://www.marcols-les-eaux.fr:443/,301 Moved Permanently https://marcols-les-eaux.fr/,,Commune,Wikidata,
marconne.fr,Name or service not known,Name or service not known,,Commune,ADULLACT,
www.marconne.fr,Name or service not known,Name or service not known,,Commune,DILA open data,
marcorignan.fr,200 OK,200 OK,,Commune,Wikidata,
www.marcorignan.fr,301 Moved Permanently https://marcorignan.fr/,301 Moved Permanently https://marcorignan.fr/,,Commune,Wikidata,
marcoussis.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marcoussis.fr,301 Moved Permanently https://marcoussis.fr/,301 Moved Permanently https://marcoussis.fr/,,Commune,Wikidata,
marcq-en-ostrevent.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marcq-en-ostrevent.fr,200 OK,200 OK,,Commune,DILA open data,
marcq-en-yvelines.fr,301 Moved Permanently https://www.marcq-en-yvelines.fr/,301 Moved Permanently https://www.marcq-en-yvelines.fr/,,Commune,ADULLACT,
www.marcq-en-yvelines.fr,200 OK,200 OK,,Commune,Wikidata,
marcyletoile.fr,301 Moved Permanently https://www.marcyletoile.fr/,301 Moved Permanently https://www.marcyletoile.fr/,,Commune,ADULLACT,
www.marcyletoile.fr,200 OK,200 OK,,Commune,Wikidata,
marcysuranse.fr,301 Moved Permanently http://www.marcysuranse.fr/,301 Moved Permanently https://www.marcysuranse.fr/,,Commune,ADULLACT,
www.marcysuranse.fr,200 OK,200 OK,,Commune,Wikidata,
mardie.fr,200 OK,Connection failed,,Commune,ADULLACT,
www.mardie.fr,200 OK,Connection failed,,Commune,DILA open data,
maregionsud.fr,302 Moved Temporarily https://www.maregionsud.fr/,302 Moved Temporarily https://www.maregionsud.fr/,,Conseil régional,Ajout manuel de Bastien Guerry,
www.maregionsud.fr,200 OK,200 OK,,Conseil régional,Ajout manuel de Julien Palard,
mareil-en-france.fr,200 OK,200 OK,,Commune,ADULLACT,
www.mareil-en-france.fr,302 Found https://mareil-en-france.fr/,302 Found https://mareil-en-france.fr/,,Commune,Wikidata,
mareil-le-guyon.fr,301 Moved Permanently http://www.mareil-le-guyon.fr/,Cannot connect,,Commune,ADULLACT,
www.mareil-le-guyon.fr,200 OK,tlsv1 alert internal error,,Commune,Wikidata,
mareil-marly.fr,301 Moved Permanently https://www.mareil-marly.fr/,301 Moved Permanently https://www.mareil-marly.fr/,,Commune,Ajout manuel de Julien Palard,
www.mareil-marly.fr,200 OK,200 OK,,Commune,Ajout manuel de Julien Palard,
mareil-sur-mauldre.fr,301 Moved Permanently https://www.mareil-sur-mauldre.fr/,301 Moved Permanently https://www.mareil-sur-mauldre.fr/,,Commune,ADULLACT,
www.mareil-sur-mauldre.fr,200 OK,200 OK,,Commune,Wikidata,
marenla.fr,200 OK,certificate verify failed,,Collectivité,DILA open data,
marennes.fr,301 Moved Permanently https://www.marennes.fr/,301 Moved Permanently https://www.marennes.fr/,,Commune,ADULLACT,
www.marennes.fr,301 Moved Permanently https://www.marenneshiersbrouage.fr/,301 Moved Permanently https://www.marenneshiersbrouage.fr/,,Commune,ADULLACT,
marenneshiersbrouage.fr,301 Moved Permanently https://www.marenneshiersbrouage.fr/,301 Moved Permanently https://www.marenneshiersbrouage.fr/,,Collectivité,ADULLACT,
www.marenneshiersbrouage.fr,200 OK,200 OK,,Collectivité,DILA open data,
maretz.fr,403 Forbidden,403 Forbidden,,Collectivité,ADULLACT,
www.maretz.fr,403 Forbidden,403 Forbidden,,Collectivité,Wikidata,
mareuil-en-brie.fr,200 OK,certificate verify failed,,Collectivité,DILA open data,
mareuil-en-perigord.fr,301 Moved Permanently https://www.mareuil-en-perigord.fr/,301 Moved Permanently https://www.mareuil-en-perigord.fr/,,Commune,ADULLACT,
www.mareuil-en-perigord.fr,200 OK,200 OK,,Commune,Wikidata,
mareuil-les-meaux.fr,302 Found https://www.mareuil-les-meaux.fr/,302 Found https://www.mareuil-les-meaux.fr/,,Collectivité,Ajout manuel de Julien Palard,
www.mareuil-les-meaux.fr,200 OK,200 OK,,Collectivité,Ajout manuel de Julien Palard,
mareuilleport.fr,301 Moved Permanently https://www.mareuilleport.fr/,301 Moved Permanently https://www.mareuilleport.fr/,,Commune,ADULLACT,
www.mareuilleport.fr,200 OK,200 OK,,Commune,DILA open data,
mareuilsurbelle.fr,301 Moved Permanently https://www.mareuil-en-perigord.fr/,301 Moved Permanently https://www.mareuil-en-perigord.fr/,,Commune,ADULLACT,
www.mareuilsurbelle.fr,301 Moved Permanently https://www.mareuil-en-perigord.fr/,301 Moved Permanently https://www.mareuil-en-perigord.fr/,,Commune,ADULLACT,
mareuilsurlay.fr,200 OK,200 OK,,Commune,Ajout manuel de Julien Palard,
www.mareuilsurlay.fr,200 OK,200 OK,,Commune,Wikidata,
mareuilsurourcq.fr,301 Moved Permanently https://www.mareuilsurourcq.fr/,301 Moved Permanently https://www.mareuilsurourcq.fr/,,Commune,ADULLACT,
www.mareuilsurourcq.fr,200 OK,200 OK,,Commune,Wikidata,
margaux-cantenac.fr,301 Moved Permanently https://www.margaux-cantenac.fr/,301 Moved Permanently https://www.margaux-cantenac.fr/,,Commune,ADULLACT,
www.margaux-cantenac.fr,200 OK,200 OK,,Commune,Wikidata,
margerides.fr,301 Moved Permanently https://www.margerides.fr/,301 Moved Permanently https://www.margerides.fr/,,Commune,ADULLACT,
www.margerides.fr,200 OK,200 OK,,Commune,Wikidata,
marges-drome.fr,301 Moved Permanently http://www.marges-drome.fr/,certificate verify failed,,Commune,ADULLACT,
www.marges-drome.fr,200 OK,certificate verify failed,,Commune,Wikidata,
margival.fr,200 OK,200 OK,,Commune,ADULLACT,
www.margival.fr,200 OK,200 OK,,Commune,DILA open data,
margnysurmatz.fr,301 Moved Permanently https://www.margnysurmatz.fr/,301 Moved Permanently https://www.margnysurmatz.fr/,,Commune,ADULLACT,
www.margnysurmatz.fr,200 OK,200 OK,,Commune,Wikidata,
margon.fr,302 Found https://www.arcisses.fr/,302 Found https://www.arcisses.fr/,,,ADULLACT,
www.margon.fr,302 Found https://www.arcisses.fr/,302 Found https://www.arcisses.fr/,,,ADULLACT,
marguerittes.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marguerittes.fr,301 Moved Permanently https://marguerittes.fr/,301 Moved Permanently https://marguerittes.fr/,,Commune,Wikidata,
mariac.fr,certificate verify failed,certificate verify failed,,Commune,ADULLACT,
www.mariac.fr,certificate verify failed,certificate verify failed,,Commune,Wikidata,
www.mariacasares.fr,200 OK,200 OK,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
mariedecireysurvezouze.fr,Name or service not known,Name or service not known,,,ADULLACT,
mariemauron.fr,200 OK,200 OK,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
marignac.fr,301 Moved Permanently https://www.marignac.fr/,301 Moved Permanently https://www.marignac.fr/,,Commune,ADULLACT,
www.marignac.fr,200 OK,200 OK,,Commune,DILA open data,
marignac-lasclares.fr,200,200,,Commune,ADULLACT,
www.marignac-lasclares.fr,301 Moved Permanently https://marignac-lasclares.fr/,301 Moved Permanently https://marignac-lasclares.fr/,,Commune,Wikidata,
marignac-laspeyres.fr,200 OK,200 OK,,Collectivité,ADULLACT,
www.marignac-laspeyres.fr,301 Moved Permanently https://marignac-laspeyres.fr/,301 Moved Permanently https://marignac-laspeyres.fr/,,Collectivité,Wikidata,
marignane.fr,301 Moved Permanently https://www.marignane.fr/,301 Moved Permanently https://www.marignane.fr/,,Commune,ADULLACT,
www.marignane.fr,200 OK,200 OK,,Commune,Wikidata,
marigne-laille.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marigne-laille.fr,301 Moved Permanently https://marigne-laille.fr/,301 Moved Permanently https://marigne-laille.fr/,,Commune,Wikidata,
marignier.fr,301 Moved Permanently https://www.marignier.fr/,301 Moved Permanently https://www.marignier.fr/,,Collectivité,ADULLACT,
www.marignier.fr,200 OK,200 OK,,Collectivité,Wikidata,
marigny-le-cahouet.fr,301 Moved Permanently https://www.marigny-le-cahouet.fr/,301 Moved Permanently https://www.marigny-le-cahouet.fr/,,Commune,ADULLACT,
www.marigny-le-cahouet.fr,200 OK,200 OK,,Commune,DILA open data,
marigny-les-reullee.fr,certificate verify failed,certificate verify failed,,Collectivité,Wikidata,
www.marigny-les-reullee.fr,certificate verify failed,certificate verify failed,,Collectivité,ADULLACT,
marigny-marmande.fr,301 Moved Permanently https://www.marigny-marmande.fr/,301 Moved Permanently https://www.marigny-marmande.fr/,,Commune,ADULLACT,
www.marigny-marmande.fr,200 OK,200 OK,,Commune,Wikidata,
marigny71.fr,301 Moved Permanently https://www.marigny71.fr/,301 Moved Permanently https://www.marigny71.fr/,,Commune,ADULLACT,
www.marigny71.fr,200 OK,200 OK,,Commune,DILA open data,
marigny79.fr,301 Moved Permanently https://www.marigny79.fr/,301 Moved Permanently https://www.marigny79.fr/,,Commune,ADULLACT,
www.marigny79.fr,200 OK,200 OK,,Commune,Wikidata,
marignyenorxois.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marignyenorxois.fr,200 OK,200 OK,,Commune,DILA open data,
marignylechatel.fr,301 Moved Permanently http://www.marignylechatel.fr/,301 Moved Permanently https://www.marignylechatel.fr/,,Commune,ADULLACT,
www.marignylechatel.fr,200 OK,200 OK,,Commune,Wikidata,
marignyleglise.fr,Name or service not known,Name or service not known,,,ADULLACT,
www.marignyleglise.fr,Name or service not known,Name or service not known,,,ADULLACT,
marignylesusages.fr,301 Moved Permanently https://marignylesusages.fr:443/,200 OK,,Collectivité,Wikidata,
www.marignylesusages.fr,301 Moved Permanently https://marignylesusages.fr/,301 Moved Permanently https://marignylesusages.fr/,,Collectivité,ADULLACT,
marignysaintmarcel.fr,301 Moved Permanently https://www.marignysaintmarcel.fr/,301 Moved Permanently https://www.marignysaintmarcel.fr/,,Commune,ADULLACT,
www.marignysaintmarcel.fr,200 OK,wrong version number,,Commune,Wikidata,
marin-martinique.fr,No address associated with hostname,No address associated with hostname,,Collectivité,ADULLACT,
www.marin-martinique.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
marines.fr,301 Moved Permanently https://www.marines.fr/,301 Moved Permanently https://www.marines.fr/,,Commune,ADULLACT,
www.marines.fr,200 OK,200 OK,,Commune,Wikidata,
marions.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marions.fr,200 OK,200 OK,,Commune,DILA open data,
marius03420.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
www.marius03420.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
marlenheim.fr,301 Moved Permanently https://www.marlenheim.fr/,301 Moved Permanently https://www.marlenheim.fr/,,Commune,ADULLACT,
www.marlenheim.fr,200 OK,200 OK,,Commune,Wikidata,
marlens.fr,Temporary failure in name resolution,Temporary failure in name resolution,,,ADULLACT,
www.marlens.fr,Temporary failure in name resolution,Temporary failure in name resolution,,,ADULLACT,
marlesenbrie.fr,301 Moved Permanently https://marles-en-brie.fr/,Connection failed,,Commune,Wikidata,
www.marlesenbrie.fr,200 OK,certificate verify failed,,Commune,Wikidata,
marlhes.fr,301 Moved Permanently https://marlhes.fr:443/,200 OK,,Commune,Wikidata,
www.marlhes.fr,Timeout,Timeout,,Commune,ADULLACT,
marlioz.fr,301 Moved Permanently https://www.marlioz.fr/,301 Moved Permanently https://www.marlioz.fr/,,Commune,ADULLACT,
www.marlioz.fr,200 OK,200 OK,,Commune,Wikidata,
marly.fr,503 Service Unavailable,503 Service Unavailable,,Commune,ADULLACT,
www.marly.fr,200 OK,200 OK,,Commune,Wikidata,
marly-la-ville.fr,200 OK,200 OK,,Commune,Wikidata,
www.marly-la-ville.fr,200 OK,200 OK,,Commune,Wikidata,
marly57.fr,301 Moved Permanently https://www.marly57.fr/,301 Moved Permanently https://www.marly57.fr/,,Commune,ADULLACT,
www.marly57.fr,Timeout,Timeout,,Commune,Wikidata,
marlyleroi.fr,301 Moved Permanently https://www.marlyleroi.fr/,301 Moved Permanently https://www.marlyleroi.fr/,,Commune,Ajout manuel de Julien Palard,
www.marlyleroi.fr,200 OK,200 OK,,Commune,Ajout manuel de Julien Palard,
marmagne.fr,301 Moved Permanently https://www.marmagne.fr/,301 Moved Permanently https://www.marmagne.fr/,,,ADULLACT,
www.marmagne.fr,200 OK,200 OK,,,ADULLACT,
marmanhac.fr,301 Moved Permanently https://www.marmanhac.fr/,Timeout,,Commune,ADULLACT,
www.marmanhac.fr,200 OK,200 OK,,Commune,DILA open data,
marmilhat.fr,200 OK,200 OK,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
marminiac.fr,301 Moved Permanently https://www.marminiac.fr/,301 Moved Permanently https://www.marminiac.fr/,,Commune,ADULLACT,
www.marminiac.fr,403 Forbidden,403 Forbidden,,Commune,Wikidata,
marnay.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marnay.fr,200 OK,wrong version number,,Commune,Wikidata,
marnay-sur-seine.fr,301 Moved Permanently http://www.marnay-sur-seine.fr/,301 Moved Permanently https://www.marnay-sur-seine.fr/,,Collectivité,ADULLACT,
www.marnay-sur-seine.fr,403 Forbidden,tlsv1 alert internal error,,Collectivité,Wikidata,
marnaysurmarne.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
www.marnaysurmarne.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
marnaz.fr,301 Moved Permanently https://www.marnaz.fr/,301 Moved Permanently https://www.marnaz.fr/,,Collectivité,ADULLACT,
www.marnaz.fr,200 OK,200 OK,,Collectivité,Wikidata,
marne.fr,301 Moved Permanently https://www.marne.fr/,301 Moved Permanently https://www.marne.fr/,,Conseil départemental,ADULLACT,
www.marne.fr,301 Moved Permanently https://marne.fr/,Timeout,,Conseil départemental,ADULLACT,
marne-la-coquette.fr,200 OK,200 OK,,,ADULLACT,
www.marne-la-coquette.fr,301 Moved Permanently https://marne-la-coquette.fr/,301 Moved Permanently https://marne-la-coquette.fr/,,,ADULLACT,
marneetgondoire.fr,301 Moved Permanently https://www.marneetgondoire.fr/,301 Moved Permanently https://www.marneetgondoire.fr/,,EPCI,ADULLACT,
www.marneetgondoire.fr,200 OK,200 OK,,EPCI,Banatic,import-base-nationale-sur-les-intercommunalites.py
marnes.fr,Name or service not known,Name or service not known,,,ADULLACT,
www.marnes.fr,Name or service not known,Name or service not known,,,ADULLACT,
marnes-la-coquette.fr,301 Moved Permanently https://www.marnes-la-coquette.fr/,301 Moved Permanently https://www.marnes-la-coquette.fr/,,Collectivité,ADULLACT,
www.marnes-la-coquette.fr,200 OK,200 OK,,Collectivité,Banatic,import-base-nationale-sur-les-intercommunalites.py
maroeuil.fr,301 Moved Permanently https://www.maroeuil.fr/,301 Moved Permanently https://www.maroeuil.fr/,,Commune,ADULLACT,
www.maroeuil.fr,200 OK,200 OK,,Commune,Wikidata,
marolles-en-hurepoix.fr,200 OK,200 OK,,Commune,Wikidata,
www.marolles-en-hurepoix.fr,301 Moved Permanently https://marolles-en-hurepoix.fr/,301 Moved Permanently https://marolles-en-hurepoix.fr/,,Commune,Wikidata,
marolles-les-brault.fr,301 Moved Permanently http://www.marolles-les-brault.fr/,301 Moved Permanently http://www.marolles-les-brault.fr/,,Collectivité,ADULLACT,
www.marolles-les-brault.fr,200 OK,200 OK,,Collectivité,DILA open data,
marolles-les-braults.fr,301 Moved Permanently https://www.marolles-les-braults.fr/,301 Moved Permanently https://www.marolles-les-braults.fr/,,Collectivité,ADULLACT,
www.marolles-les-braults.fr,200 OK,200 OK,,Collectivité,Wikidata,
marolles-les-buis.fr,301 Moved Permanently https://marolles-les-buis.fr:443/,200 OK,,Commune,DILA open data,
www.marolles-les-buis.fr,301 Moved Permanently https://www.marolles-les-buis.fr:443/,301 Moved Permanently https://marolles-les-buis.fr/,,Commune,Ajout manuel de Matthieu FAURE,
marolles-sous-lignieres.fr,Name or service not known,Name or service not known,,Commune,ADULLACT,
www.marolles-sous-lignieres.fr,Name or service not known,Name or service not known,,Commune,DILA open data,
marolles-sur-seine.fr,301 Moved Permanently https://www.marolles-sur-seine.fr/,301 Moved Permanently https://www.marolles-sur-seine.fr/,,Commune,ADULLACT,
www.marolles-sur-seine.fr,200 OK,200 OK,,Commune,Wikidata,
marolles14.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marolles14.fr,301 Moved Permanently https://marolles14.fr/,301 Moved Permanently https://marolles14.fr/,,Commune,DILA open data,
marolles41.fr,200 OK,200 OK,,Commune,DILA open data,
www.marolles41.fr,Name or service not known,Name or service not known,,Commune,Ajout manuel de Matthieu FAURE,
marolles51.fr,Timeout,Timeout,,Commune,ADULLACT,
www.marolles51.fr,Timeout,Timeout,,Commune,DILA open data,
marollesenbrie.fr,301 Moved Permanently https://www.marollesenbrie.fr/,301 Moved Permanently https://www.marollesenbrie.fr/,,Collectivité,ADULLACT,
www.marollesenbrie.fr,200 OK,200 OK,,Collectivité,Wikidata,
marols.fr,302 Found https://www.marols.fr,200 OK,,Commune,ADULLACT,
www.marols.fr,200 OK,200 OK,,Commune,Wikidata,
maronenberry.fr,Timeout,301 Moved Permanently https://www.maronenberry.fr/,,Commune,ADULLACT,
www.maronenberry.fr,200 OK,200 OK,,Commune,DILA open data,
marpent.fr,301 Moved Permanently https://marpent.fr:443/,200 OK,,Commune,DILA open data,
www.marpent.fr,301 Moved Permanently https://www.marpent.fr:443/,301 Moved Permanently https://marpent.fr/,,Commune,ADULLACT,
marpire.fr,301 Moved Permanently https://www.marpire.fr/,301 Moved Permanently https://www.marpire.fr/,,Commune,ADULLACT,
www.marpire.fr,200 OK,200 OK,,Commune,Wikidata,
marquefave.fr,200,200,,Commune,ADULLACT,
www.marquefave.fr,301 Moved Permanently https://marquefave.fr/,301 Moved Permanently https://marquefave.fr/,,Commune,Wikidata,
marques76.fr,301 Moved Permanently https://www.marques76.fr/,301 Moved Permanently https://www.marques76.fr/,,Commune,ADULLACT,
www.marques76.fr,200 OK,200 OK,,Commune,Wikidata,
marquette-en-ostrevant.fr,302 Moved Temporarily http://www.marquette-en-ostrevant.fr/,302 Moved Temporarily https://www.marquette-en-ostrevant.fr/,,Commune,ADULLACT,
www.marquette-en-ostrevant.fr,200 OK,200 OK,,Commune,DILA open data,
marquettelezlille.fr,301 Moved Permanently http://www.marquettelezlille.fr/,301 Moved Permanently http://www.marquettelezlille.fr/,,Collectivité,ADULLACT,
www.marquettelezlille.fr,200 OK,200 OK,,Collectivité,Wikidata,
marquillies.fr,200 OK,200 OK,,Collectivité,ADULLACT,
www.marquillies.fr,200 OK,200 OK,,Collectivité,Wikidata,
marquion.fr,Timeout,Timeout,,Commune,ADULLACT,
www.marquion.fr,Name or service not known,Name or service not known,,Commune,Wikidata,
marray37.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marray37.fr,200 OK,200 OK,,Commune,Wikidata,
marsac-creuse.fr,301 Moved Permanently https://www.marsac-creuse.fr/,301 Moved Permanently https://www.marsac-creuse.fr/,,Commune,ADULLACT,
www.marsac-creuse.fr,200 OK,200 OK,,Commune,DILA open data,
marsacsurlisle.fr,200 OK,200 OK,,Commune,ADULLACT,
www.marsacsurlisle.fr,200 OK,200 OK,,Commune,Wikidata,
marsais-sainte-radegonde.fr,Name or service not known,Name or service not known,,Collectivité,Wikidata,
www.marsais-sainte-radegonde.fr,Name or service not known,Name or service not known,,Collectivité,ADULLACT,
marsannay-le-bois.fr,301 Moved Permanently https://www.marsannay-le-bois.fr/,301 Moved Permanently https://www.marsannay-le-bois.fr/,,Commune,Wikidata,
www.marsannay-le-bois.fr,200 OK,200 OK,,Commune,DILA open data,
marsat.fr,200 OK,200 OK,,Commune,Wikidata,
www.marsat.fr,301 Moved Permanently http://marsat.fr,Connection failed,,Commune,Ajout manuel de Matthieu FAURE,
marsaz.fr,301 Moved Permanently https://marsaz.fr:443/,200 OK,,Collectivité,Wikidata,
marseille.fr,301 Moved Permanently https://www.marseille.fr/,301 Moved Permanently https://www.marseille.fr/,,Collectivité,Ajout manuel de Bastien Guerry,
